UniProtID	GeneSymbol	P value	FDR	Log2 FC	FDR2
P42766	RPL35	0.00542352	0.00773654	-0.034502699	2.111453225
P42858	HTT	0.002923769	0.004569962	-0.681671123	2.340087411
P43034	PAFAH1B1	0.02424398	0.027635995	-0.249314159	1.558524895
P43246	MSH2	1.50E-09	1.06E-08	-1.303350637	7.974694135
P43251	BTD	0.000277591	0.000597158	-0.893318864	3.223910745
P43307	SSR1	0.007736159	0.01043623	0.189082225	1.981456358
P43652	AFM	3.49E-08	1.92E-07	-0.991455836	6.716698771
P45973	CBX5	0.006575538	0.009129088	0.354599971	2.039572607
P45974	USP5	0.000635684	0.001233905	-0.315150059	2.908718276
P46087	NOP2	2.52E-11	2.40E-10	1.093299212	9.619788758
P46734	MAP2K3	0.008802376	0.011651199	0.186951701	1.93362938
P46778	RPL21	1.36E-05	4.20E-05	0.321049379	4.37675071
P46779	RPL28	0.010441026	0.013474537	0.116244361	1.870486149
P46783	RPS10	0.034198837	0.036585901	0.181857997	1.436686245
P46952	HAAO	9.34E-07	3.78E-06	-1.373798351	5.4225082
P47756	CAPZB	0.006585176	0.009130185	-0.488543963	2.039520423
P47813	EIF1AX	5.91E-05	0.000152859	0.391473482	3.815708986
P47985	UQCRFS1	4.26E-16	8.67E-15	-0.757866256	14.0619809
P48047	ATP5O	5.40E-17	1.28E-15	-0.778316737	14.89279003
P48449	LSS	0.001997523	0.003305362	-1.714802821	2.48078097
P48506	GCLC	7.06E-10	5.34E-09	-0.568295317	8.272458743
P48594	SERPINB4	2.73E-07	1.22E-06	-1.890436503	5.913640169
P48735	IDH2	0.000118358	0.000284501	-0.318644707	3.545916203
P49006	MARCKSL1	3.25E-05	9.01E-05	0.381457374	4.045275209
P49189	ALDH9A1	1.54E-12	1.84E-11	-0.848248732	10.73518218
P49321	NASP	0.025259639	0.028551968	-0.13587492	1.544363952
P49327	FASN	9.82E-08	4.91E-07	0.633104179	6.308918508
P49407	ARRB1	4.09E-10	3.27E-09	-0.605903123	8.485452247
P49458	SRP9	0.002059381	0.003393211	0.153241871	2.469389134
P49736	MCM2	7.92E-06	2.58E-05	0.093741587	4.588380294
P49748	ACADVL	2.75E-09	1.83E-08	-0.776753517	7.73754891
P49773	HINT1	0.013599468	0.016929615	-0.44990541	1.771352918
P49902	NT5C2	9.05E-05	0.000224254	0.163544831	3.649259802
P49915	GMPS	2.03E-07	9.48E-07	0.378067316	6.023191663
P50053	KHK	0.031896636	0.034577026	-0.154944617	1.461212364
P50135	HNMT	0.003050224	0.004734731	-0.569597945	2.32470469
P50213	IDH3A	0.006878795	0.009469431	-0.335764279	2.023676116
P50402	EMD	0.000136283	0.00032184	-0.146789184	3.49235998
P50440	GATM	7.34E-08	3.78E-07	0.237101998	6.4225082
P50479	PDLIM4	0.002572676	0.004103557	-0.259594978	2.38683953
P50570	DNM2	1.72E-08	1.00E-07	-0.648603033	7
P50914	RPL14	0.001760334	0.002983924	0.109967198	2.525212242
P50991	CCT4	0.026905203	0.030063297	-0.097816727	1.521963393
P50995	ANXA11	0.008731965	0.011567892	-0.699136955	1.936745775
P51178	PLCD1	4.39E-25	3.99E-23	-1.418746465	22.3990271
P51553	IDH3G	0.045859569	0.046688992	-0.482231753	1.330785502
P51572	BCAP31	0.000205263	0.000460837	0.23121935	3.336452659
P51606	RENBP	0.00065634	0.001262913	-0.581789311	2.898626566
P51610	HCFC1	0.005132652	0.007404796	0.28326432	2.130486902
P51636	CAV2	0.000592231	0.001162681	-0.602642435	2.934539425
P51648	ALDH3A2	4.38E-18	1.24E-16	-0.997489592	15.90657831
P51649	ALDH5A1	0.001344822	0.002373756	-1.18845334	2.624563925
P51665	PSMD7	0.000449574	0.000904994	0.182068915	3.0433543
P51688	SGSH	1.77E-18	5.28E-17	-2.042765257	16.27736608
P51812	RPS6KA3	2.45E-05	6.99E-05	-0.465700924	4.155522824
P51857	AKR1D1	1.15E-18	3.58E-17	-1.596547454	16.44611697
P51858	HDGF	9.91E-11	8.64E-10	0.574105196	9.063486258
P51884	LUM	3.14E-22	1.70E-20	-1.237935016	19.76955108
P51888	PRELP	3.65E-11	3.41E-10	-0.63603356	9.467245621
P51911	CNN1	0.006468853	0.009006584	-1.650192566	2.045439896
P51970	NDUFA8	2.84E-08	1.59E-07	-0.82556672	6.798602876
P52209	PGD	0.003387993	0.005184986	0.267916518	2.285252412
P52272	HNRNPM	6.82E-09	4.23E-08	0.45487752	7.373659633
P52292	KPNA2	3.61E-05	9.87E-05	0.088985096	4.005682847
P52630	STAT2	3.46E-15	6.31E-14	1.285111104	13.19997064
P52788	SMS	0.025163585	0.028474583	0.15039164	1.545542627
P52789	HK2	1.44E-05	4.43E-05	-0.481047262	4.353596274
P52888	THOP1	0.001169023	0.002088456	0.311331596	2.68017467
P53355	DAPK1	1.12E-09	8.07E-09	-1.456945348	8.093126465
P53634	CTSC	0.001741111	0.002958551	-0.53904658	2.52892094
P54136	RARS	0.003649078	0.005532589	0.130619323	2.257071591
P54289	CACNA2D1	0.001123918	0.002017189	-0.712823233	2.695253409
P54707	ATP12A	0.001662942	0.002841318	-0.570140397	2.546480157
P54709	ATP1B3	0.000363054	0.000750846	-0.417379672	3.124449129
P54727	RAD23B	0.023394665	0.026766401	0.053447921	1.57241002
P54886	ALDH18A1	5.78E-07	2.43E-06	0.433734076	5.614393726
P55011	SLC12A2	0.000132938	0.000316082	0.750680623	3.500200235
P55060	CSE1L	8.27E-05	0.000206555	-0.612959136	3.684964288
P55084	HADHB	1.39E-11	1.42E-10	-0.799483296	9.847711656
P55160	NCKAP1L	0.000798437	0.001499975	-0.549749066	2.823915979
P55196	AFDN	0.04443991	0.04562898	0.002928005	1.340759239
P55210	CASP7	9.23E-09	5.59E-08	-1.492825341	7.252588192
P55212	CASP6	3.65E-05	9.96E-05	-0.55745832	4.001740662
P55265	ADAR	0.000255262	0.000556936	-0.752552871	3.254194709
P55327	TPD52	0.000872103	0.001615817	-0.396374042	2.791607827
P55769	SNU13	0.006154763	0.008644761	0.113202465	2.063247009
P55795	HNRNPH2	0.021035115	0.024455395	0.091974113	1.611625318
P56134	ATP5J2	1.87E-08	1.08E-07	-0.699602712	6.966576245
P56192	MARS	0.000155591	0.000360797	0.301326087	3.442737082
P56199	ITGA1	0.006692234	0.009245496	-0.673141365	2.034069785
P56381	ATP5E	0.000173426	0.000395964	-0.543480505	3.402344297
P56385	ATP5I	0.021981621	0.025384222	-0.769582864	1.595436143
P56470	LGALS4	8.80E-13	1.09E-11	-1.429098877	10.9625735
P56537	EIF6	2.02E-19	7.39E-18	1.101411071	17.13135556
P57735	RAB25	2.95E-05	8.25E-05	-0.608127683	4.083546051
P59666	DEFA3	9.37E-28	1.53E-25	2.016798453	24.81530857
P59768	GNG2	4.09E-12	4.58E-11	-1.422183766	10.33913452
P60468	SEC61B	2.85E-08	1.59E-07	0.482735415	6.798602876
P60602	ROMO1	2.44E-05	6.97E-05	0.735270803	4.156767222
P60866	RPS20	0.01730179	0.020762148	-0.041677782	1.682727717
P60903	S100A10	1.82E-07	8.60E-07	-0.460435176	6.065501549
P60983	GMFB	0.010367842	0.013391255	-0.453638847	1.87317872
P61026	RAB10	0.000161283	0.000371804	-0.443311162	3.429685942
P61086	UBE2K	0.034001415	0.036437654	0.028323675	1.438449592
P61088	UBE2N	0.038184477	0.040169602	0.046357569	1.396102471
P61163	ACTR1A	0.046251485	0.047010702	-0.252582577	1.327803264
P61201	COPS2	0.011503647	0.014662533	-2.000295701	1.833790997
P61221	ABCE1	1.57E-05	4.76E-05	0.316581409	4.322393047
P61247	RPS3A	0.000911343	0.001677477	-0.074804086	2.775343426
P61254	RPL26	0.003598072	0.005465812	0.290226382	2.26234531
P61326	MAGOH	0.038164452	0.040162183	0.318220118	1.396182689
P61457	PCBD1	8.73E-08	4.42E-07	0.350346113	6.354577731
P61604	HSPE1	1.36E-05	4.20E-05	0.522844014	4.37675071
P61981	YWHAG	0.0145872	0.017957046	-0.000835088	1.745765105
P62070	RRAS2	7.12E-06	2.35E-05	-1.131457185	4.628932138
P62081	RPS7	4.80E-05	0.000127278	0.241367546	3.895246658
P62191	PSMC1	0.044543112	0.04567919	-0.102787598	1.340281606
P62195	PSMC5	0.008283596	0.011067619	-0.121425803	1.9559458
P62241	RPS8	0.047861119	0.048321906	0.058032536	1.315855944
P62249	RPS16	0.002762104	0.00435633	0.171713994	2.360879229
P62269	RPS18	0.020144561	0.023641986	-0.013417313	1.626316044
P62273	RPS29	0.026050451	0.029317411	-0.020839915	1.532874385
P62277	RPS13	0.001458529	0.002538284	0.184929015	2.595459788
P62280	RPS11	7.59E-05	0.000191097	0.236738719	3.718746131
P62306	SNRPF	1.75E-05	5.22E-05	0.335405199	4.282329497
P62310	LSM3	0.01248898	0.015740368	0.218941154	1.802985118
P62314	SNRPD1	0.000932063	0.001710532	0.284882009	2.766868797
P62316	SNRPD2	0.000432392	0.000872677	0.345246195	3.05914647
P62424	RPL7A	0.002238325	0.003656915	0.230540218	2.436885134
P62487	POLR2G	0.025134048	0.028472866	0.445691938	1.545568816
P62495	ETF1	0.019864469	0.02338418	0.198331142	1.631077855
P62750	RPL23A	0.037947175	0.039960699	0.066723269	1.398366924
P62760	VSNL1	0.00018702	0.000423566	-1.764532586	3.373078908
P62820	RAB1A	0.013847081	0.017175707	-0.802030141	1.765085377
P62851	RPS25	0.044915552	0.04589391	0.076782932	1.33824494
P62877	RBX1	5.97E-05	0.00015439	0.396853763	3.811380833
P62891	RPL39	0.027670432	0.030726216	0.252161817	1.512490921
P62899	RPL31	0.008517116	0.011307457	0.082069709	1.946635055
P62917	RPL8	0.005605266	0.007971476	0.191217454	2.098461257
P62937	PPIA	0.028080262	0.031037662	0.146009295	1.508111001
P62995	TRA2B	1.05E-05	3.32E-05	0.267869392	4.478861916
P63220	RPS21	0.007435405	0.010074405	0.016331041	1.996780594
P63241	EIF5A	0.013068266	0.016347213	0.233188114	1.786556279
P63244	RACK1	0.02154513	0.024982667	0.134803095	1.602361201
P63261	ACTG1	0.037916368	0.039944224	-0.68485345	1.398546012
P63279	UBE2I	5.62E-08	2.95E-07	0.470728733	6.530177984
P63313	TMSB10	1.46E-08	8.54E-08	0.71617755	7.068542129
P67809	YBX1	7.36E-05	0.000186043	0.320538106	3.730386666
P68104	EEF1A1	0.001348509	0.002378908	0.17661131	2.623622353
P68133	ACTA1	0.011135305	0.014236506	-0.901239908	1.846596585
P78357	CNTNAP1	0.003495804	0.005325875	-0.363938065	2.273609031
P78368	CSNK1G2	0.039702199	0.041568484	-1.485080542	1.381235814
P78371	CCT2	0.000166373	0.000383229	0.275222074	3.416541634
P78406	RAE1	0.000127692	0.000304104	0.736947687	3.516977867
P78417	GSTO1	0.010975477	0.014085179	0.073901767	1.851237629
P80365	HSD11B2	8.70E-26	9.29E-24	-2.069240012	23.03198429
P82673	MRPS35	0.04627984	0.047020591	-1.723048669	1.327711917
P82675	MRPS5	0.027214785	0.03031917	-0.713413237	1.518282692
P85037	FOXK1	0.000557434	0.001103462	0.478744737	2.957242618
Q00577	PURA	3.52E-08	1.92E-07	-0.612610834	6.716698771
Q00688	FKBP3	0.007290568	0.009921582	0.294632105	2.003419074
Q00765	REEP5	0.001698102	0.002891817	-0.438646277	2.538829194
Q00796	SORD	4.26E-05	0.000114705	0.381235771	3.940417651
Q00839	HNRNPU	7.41E-08	3.81E-07	0.423481386	6.419075024
Q01105	SET	2.57E-06	9.35E-06	0.240483414	5.029188389
Q01432	AMPD3	0.005880924	0.008313855	0.256609398	2.080197554
Q01650	SLC7A5	2.26E-09	1.54E-08	1.815773398	7.812479279
Q01658	DR1	7.69E-08	3.94E-07	0.442670917	6.404503778
Q01804	OTUD4	0.000311257	0.000658232	-0.402552971	3.181621008
Q01813	PFKP	0.000117447	0.000282971	-0.690753655	3.54825807
Q02127	DHODH	0.025904546	0.029163809	-0.082374531	1.535155755
Q02218	OGDH	5.26E-08	2.81E-07	-0.554441031	6.55129368
Q02338	BDH1	1.70E-06	6.42E-06	-0.540971651	5.192464972
Q02543	RPL18A	0.007094758	0.009702019	-0.075669532	2.013137879
Q02880	TOP2B	3.54E-07	1.55E-06	0.481186324	5.809668302
Q02952	AKAP12	0.000225498	0.000500103	-0.888410209	3.30094054
Q03135	CAV1	9.04E-19	2.86E-17	-1.925450843	16.54363397
Q03164	KMT2A	0.049589461	0.049734037	-0.522274227	1.303346287
Q03252	LMNB2	0.000817069	0.001524802	-0.486813165	2.816786547
Q04828	AKR1C1	4.33E-07	1.86E-06	-0.798392218	5.730487056
Q05086	UBE3A	0.002541408	0.004068355	-2.265723285	2.390581158
Q05209	PTPN12	8.12E-10	6.04E-09	-1.197282155	8.218963061
Q05519	SRSF11	0.000170025	0.000390432	0.160069312	3.408454595
Q05682	CALD1	0.005433423	0.007744879	-0.479674361	2.110985363
Q05707	COL14A1	1.65E-27	2.43E-25	-1.670745121	24.61439373
Q05DJ2	MTAP	0.024669923	0.028028654	0.303513975	1.552397758
Q05DJ8	HTRA1	0.016993558	0.020447748	0.289025864	1.689354516
Q06033	ITIH3	0.017641727	0.02109648	0.556601397	1.675790002
Q07507	DPT	2.03E-20	8.45E-19	-1.862815062	18.07314329
Q07812	BAX	3.06E-06	1.09E-05	0.465651308	4.962573502
Q08211	DHX9	2.38E-06	8.73E-06	0.272281979	5.058985756
Q08357	SLC20A2	0.0036195	0.005493124	-0.432525684	2.260180597
Q08722	CD47	0.000127296	0.000303628	-0.516330417	3.517658181
Q08ES8		7.81E-05	0.000196121	0.249140697	3.707475901
Q08J23	NSUN2	0.00197678	0.003283322	0.794937365	2.483686523
Q09028	RBBP4	0.001864344	0.003123382	0.235637717	2.505374897
Q0VDF9	HSPA14	0.006484946	0.009018651	0.266813242	2.044858419
Q0ZCF9		0.00393068	0.005873256	-0.918352619	2.231121069
Q0ZCH1		2.23E-06	8.20E-06	-0.494215902	5.086186148
Q10567	AP1B1	0.001360831	0.002397913	-0.458943648	2.620166578
Q10713	PMPCA	0.045847484	0.046688992	0.13210739	1.330785502
Q12769	NUP160	0.002531352	0.004054353	0.266729828	2.392078441
Q12788	TBL3	1.49E-09	1.05E-08	1.051878944	7.978810701
Q12789	GTF3C1	3.45E-06	1.22E-05	-0.754663565	4.913640169
Q12797	ASPH	2.07E-06	7.67E-06	0.588705632	5.115204636
Q12864	CDH17	6.85E-10	5.23E-09	-0.882076438	8.281498311
Q12873	CHD3	0.016766234	0.020192783	0.290515496	1.694803822
Q12874	SF3A3	0.036012919	0.038168609	-0.278268475	1.418293667
Q12882	DPYD	0.001919726	0.003202301	-0.596844177	2.494537849
Q12929	EPS8	2.57E-09	1.72E-08	0.901005373	7.764471553
Q12972	PPP1R8	1.60E-06	6.09E-06	0.649034841	5.215382707
Q12974	PTP4A2	0.001259936	0.002239243	-1.243575696	2.649898775
Q13151	HNRNPA0	0.001559594	0.002684652	0.114404216	2.571112002
Q13177	PAK2	1.16E-11	1.20E-10	0.516877148	9.920818754
Q13188	STK3	0.007391983	0.010024344	0.193989546	1.998944038
Q13228	SELENBP1	1.37E-31	3.54E-29	-1.453363019	28.45099674
Q13232	NME3	0.000220034	0.000489035	-0.677088166	3.310660058
Q13242	SRSF9	0.007600355	0.010288894	0.257512831	1.987631307
Q13247	SRSF6	0.007580883	0.010267022	0.032907574	1.988555507
Q13263	TRIM28	2.07E-18	6.10E-17	0.912937366	16.21467016
Q13283	G3BP1	7.26E-13	9.06E-12	0.546723491	11.0428718
Q13363	CTBP1	0.049739266	0.049851165	0.08247846	1.302324688
Q13404	UBE2V1	0.005912073	0.008354075	0.135123746	2.07810163
Q13427	PPIG	0.002018472	0.003334679	0.363343629	2.476945965
Q13435	SF3B2	1.05E-06	4.18E-06	0.367357307	5.378823718
Q13442	PDAP1	2.92E-09	1.93E-08	0.999114293	7.714442691
Q13451	FKBP5	0.0115092	0.014663574	-0.338530407	1.833760165
Q13501	SQSTM1	6.24E-13	7.95E-12	0.508425005	11.09963287
Q13547	HDAC1	0.000965832	0.001764139	0.227201091	2.753467199
Q13573	SNW1	0.006038806	0.008505979	-1.325684954	2.070275694
Q13595	TRA2A	0.006878302	0.009469431	0.120083607	2.023676116
Q13596	SNX1	0.001092309	0.001971889	-0.4837758	2.705117536
Q13630	TSTA3	0.004136301	0.006133136	0.264074596	2.212317405
Q13636	RAB31	0.005407051	0.007721508	-0.160657193	2.112297874
Q13740	ALCAM	8.88E-05	0.00022055	-0.718791506	3.656492938
Q13813	SPTAN1	0.000286232	0.00061327	-0.533772626	3.21234828
Q13823	GNL2	6.00E-07	2.51E-06	-1.874121265	5.600326279
Q13825	AUH	0.001601517	0.002746978	-1.974027248	2.561144819
Q13895	BYSL	2.80E-07	1.25E-06	-0.135077271	5.903089987
Q13938	CAPS	0.00282447	0.004443373	0.971297273	2.352287228
Q13976	PRKG1	0.018140994	0.021610049	-0.245497348	1.665344248
Q14008	CKAP5	0.000138588	0.000326041	-0.625937512	3.486727784
Q14137	BOP1	3.97E-06	1.38E-05	0.163654119	4.860120914
Q14161	GIT2	3.41E-06	1.21E-05	-0.633709425	4.91721463
Q14165	MLEC	0.030273271	0.03300213	0.157075349	1.481458029
Q14181	POLA2	0.020973416	0.024420344	-0.778601008	1.612248223
Q14204	DYNC1H1	0.000645956	0.001249926	-0.445190561	2.903115698
Q14240	EIF4A2	8.75E-05	0.000217657	-0.412902804	3.662227361
Q14247	CTTN	1.48E-11	1.49E-10	0.715462444	9.826813732
Q14249	ENDOG	1.15E-06	4.53E-06	-0.935114113	5.343901798
Q14257	RCN2	1.84E-07	8.65E-07	0.423921339	6.062983893
Q14258	TRIM25	0.003070947	0.004760968	0.223002993	2.322304738
Q14315	FLNC	0.009818209	0.012806707	-1.095941088	1.892562526
Q14444	CAPRIN1	1.31E-07	6.41E-07	0.767744419	6.19314197
Q14498	RBM39	1.46E-08	8.56E-08	0.578083849	7.067526235
Q14566	MCM6	0.00210333	0.003458263	-0.835861503	2.461141982
Q14643	ITPR1	0.014770462	0.018146567	-0.981969317	1.741205523
Q14651	PLS1	0.00136889	0.002409368	-0.842469342	2.618096862
Q14684	RRP1B	0.000802183	0.001504275	-2.014364363	2.822672762
Q14690	PDCD11	1.54E-05	4.67E-05	-0.680512088	4.330683119
Q14766	LTBP1	0.008248499	0.011036021	-0.423832276	1.957187482
Q14789	GOLGB1	0.006785505	0.009365994	-3.235739034	2.028446125
Q14894	CRYM	0.002737787	0.004331216	0.183730865	2.363390157
Q14974	KPNB1	0.028807506	0.031728224	-0.356387779	1.498554237
Q14DD4	STXBP5	0.013794941	0.017122782	-0.553569723	1.766425673
Q15006	EMC2	0.001769204	0.002995775	0.250041994	2.523490808
Q15007	WTAP	0.000404183	0.000824885	0.581779446	3.083606594
Q15008	PSMD6	0.020774269	0.024234038	-0.10977947	1.615574215
Q15029	EFTUD2	0.000282002	0.000605043	0.214809063	3.218213759
Q15046	KARS	5.71E-05	0.000148628	0.171020221	3.827899366
Q15056	EIF4H	0.004935999	0.007157238	0.162096606	2.145254541
Q15113	PCOLCE	2.35E-05	6.76E-05	0.882358507	4.170053304
Q15118	PDK1	6.99E-10	5.30E-09	-0.894391039	8.27572413
Q15120	PDK3	1.28E-05	4.00E-05	-0.196678548	4.397940009
Q15124	PGM5	1.73E-12	2.02E-11	-1.836886645	10.69464863
Q15172	PPP2R5A	0.011104335	0.014217958	-0.526908888	1.847162773
Q15181	PPA1	1.30E-19	4.84E-18	0.982399196	17.31515464
Q15276	RABEP1	0.026907427	0.030063297	-0.804311093	1.521963393
Q15293	RCN1	4.46E-09	2.82E-08	0.405000889	7.549750892
Q15370	ELOB	8.65E-11	7.63E-10	0.61631459	9.117475462
Q15393	SF3B3	0.002140964	0.003514541	-0.411686229	2.454131386
Q15417	CNN3	0.008286415	0.011067619	-0.164011038	1.9559458
Q15427	SF3B4	0.000118326	0.000284501	0.528751827	3.545916203
Q15436	SEC23A	0.006916133	0.009503926	0.015915296	2.022096954
Q15437	SEC23B	0.017527153	0.020991902	-1.104483936	1.67794821
Q15458		0.000527363	0.001047284	-0.52320419	2.979935531
Q15554	TERF2	7.36E-05	0.000186043	-1.186759849	3.730386666
Q15599	SLC9A3R2	0.016065035	0.019474295	-3.672552008	1.710538256
Q15645	TRIP13	2.00E-05	5.87E-05	0.248371096	4.231361899
Q15650	TRIP4	0.011641901	0.014814354	-1.161736224	1.829317282
Q15654	TRIP6	4.22E-05	0.000113715	0.294452851	3.944182244
Q15691	MAPRE1	9.06E-15	1.53E-13	0.559140166	12.81530857
Q15717	ELAVL1	1.03E-06	4.12E-06	0.492055558	5.385102784
Q15738	NSDHL	3.69E-08	2.01E-07	0.544254301	6.696803943
Q15746	MYLK	2.42E-05	6.94E-05	-1.616826244	4.15864053
Q15758	SLC1A5	5.47E-05	0.000142823	0.696883424	3.845201849
Q15772	SPEG	0.030570239	0.0332907	-2.308005748	1.477677073
Q15785	TOMM34	7.93E-06	2.58E-05	-1.125443289	4.588380294
Q15800	MSMO1	6.27E-12	6.79E-11	1.010920695	10.16813023
Q15911	ZFHX3	0.042155864	0.043708826	-1.440110097	1.359430858
Q16186	ADRM1	3.78E-07	1.64E-06	0.54215482	5.785156152
Q16187	E2k	0.000126466	0.000301879	-0.51164857	3.520167097
Q16222	UAP1	1.98E-08	1.14E-07	-1.092146849	6.943095149
Q16352	INA	0.000382692	0.000786729	-0.064173264	3.104174841
Q16576	RBBP7	0.01437311	0.017735811	0.3109109	1.751148948
Q16585	SGCB	0.014921161	0.018309914	-0.863837265	1.737313696
Q16651	PRSS8	0.000714872	0.001365357	0.628791911	2.864753779
Q16706	MAN2A1	6.23E-08	3.24E-07	-0.720034112	6.48945499
Q16762	TST	0.000641742	0.001243325	-0.842980872	2.905415334
Q16795	NDUFA9	1.07E-10	9.26E-10	-0.814359321	9.033389013
Q16799	RTN1	0.033596918	0.036079104	-0.916006004	1.442744256
Q16851	UGP2	4.50E-23	2.97E-21	-1.190283667	20.52724355
Q16853	AOC3	1.47E-27	2.28E-25	-1.770173885	24.64206515
Q1ET65	ST1A5	1.37E-07	6.71E-07	-0.905279143	6.17327748
Q1KMD3	HNRNPUL2	0.000173782	0.000396483	0.224064931	3.401775429
Q1W6G4	LUC7L	0.007667056	0.010361068	-1.115064235	1.984595476
Q20BG9	CTTNBP2	0.000902557	0.001664274	-1.124431178	2.778775171
Q32P28	P3H1	7.83E-06	2.55E-05	-1.483953385	4.59345982
Q32Q12	NME1-NME2	2.53E-07	1.15E-06	0.434543421	5.93930216
Q32Q83	PPIL4	0.022376367	0.025774037	-1.323447964	1.588817552
Q3MIR4	TMEM30B	6.22E-06	2.06E-05	-1.148937849	4.68613278
Q3SYC2	MOGAT2	6.93E-09	4.28E-08	-1.197032872	7.368556231
Q3YEC7	RABL6	0.01034411	0.013377345	-1.394167536	1.873630072
Q3ZCS4	PABPC3	0.022115675	0.025529504	0.693843122	1.592957623
Q495G5	MMAA	0.0001564	0.000362165	-0.981651244	3.441093523
Q4F786	HBD	5.14E-14	7.80E-13	-1.251938066	12.1079054
Q4G0J3	LARP7	0.020222119	0.023706051	0.440158067	1.625140786
Q4LE40	C14orf159	5.65E-08	2.97E-07	-1.551707068	6.527243551
Q4VC31	CCDC58	0.016626357	0.020068226	0.174937333	1.697491017
Q52MT0	HBB	4.46E-07	1.91E-06	-1.331402351	5.718966633
Q53EL1		0.009369902	0.012318139	0.095996491	1.9094549
Q53EL6	PDCD4	4.78E-11	4.34E-10	-1.084896962	9.36251027
Q53FA7	TP53I3	0.000353107	0.000735183	-0.459625835	3.133604544
Q53GS9	USP39	0.022898939	0.026325702	0.217414629	1.579620039
Q53HU8		0.001319891	0.002333742	-0.627010178	2.631947158
Q53RY4	KRTCAP3	0.004054743	0.006023745	-0.225757711	2.220133421
Q53T59	HS1BP3	3.66E-05	9.98E-05	0.462327083	4.000869459
Q53XC6	LGMN	5.43E-07	2.29E-06	-1.310046086	5.640164518
Q53Y41	DDC	0.01432515	0.017697792	-0.074360269	1.752080913
Q546E0	FUT8	0.034857374	0.037176061	-0.874257348	1.429736628
Q549C5	MST065	3.32E-06	1.18E-05	0.475306108	4.928117993
Q549N0	CFL2	6.12E-06	2.03E-05	-1.584209148	4.692503962
Q549N5	SRPRB	0.000879474	0.001628257	0.254916358	2.788277046
Q54A15	DTGCU2	0.004509775	0.006617187	0.695688221	2.179326592
Q562T7	ACT	0.025730757	0.02898747	0.408145961	1.537789688
Q562Z4	ACT	0.006225747	0.00872958	-1.488464932	2.059006651
Q56G89		2.84E-05	7.95E-05	-1.830257348	4.099632871
Q56VL3	OCIAD2	6.31E-07	2.63E-06	0.767851133	5.580044252
Q587I9	SFT2D3	0.008542876	0.011331939	-0.466516461	1.945695772
Q58A70	GalNAc-T10	0.00982013	0.012806707	0.194020097	1.892562526
Q58EY4	SMARCC1	0.033236545	0.035746047	-1.857314202	1.446771978
Q58FF6	HSP90AB4P	0.00029072	0.000622025	0.357711318	3.20619216
Q58FF8	HSP90AB2P	1.38E-06	5.34E-06	1.060585745	5.272458743
Q58FG0	HSP90AA5P	0.001983792	0.003290819	0.693057944	2.482696004
Q58FG1	HSP90AA4P	4.77E-05	0.000126934	0.301674297	3.896422034
Q59EC0		7.14E-08	3.69E-07	0.790245623	6.432973634
Q59EG0		0.039792802	0.041635186	-0.164156331	1.380539491
Q59EK6		1.32E-08	7.82E-08	0.659821863	7.106793247
Q59F25		5.21E-09	3.28E-08	-1.392130532	7.484126156
Q59FC3		2.74E-05	7.73E-05	0.419455241	4.111820506
Q5EBM0	CMPK2	0.004485782	0.006591354	-2.547717136	2.181025363
Q5EC54	HNRPK	1.58E-05	4.77E-05	0.957771936	4.321481621
Q5EFE6		4.14E-15	7.45E-14	-0.926305	13.12784373
Q5FWF9	IGL@	1.09E-08	6.56E-08	-1.524891732	7.183096161
Q5HY54	FLNA	0.002352281	0.003814909	-1.185440967	2.418515817
Q5HYK3	COQ5	0.003315929	0.005087272	0.128221949	2.293515041
Q5HYL4	DKFZp686E1893	0.000739276	0.001404171	1.275479067	2.852580001
Q5HYM0	ZC3H12B	0.014015928	0.01734345	-0.788358486	1.760864507
Q5IRN4	MEF2D/DAZAP1	1.90E-10	1.58E-09	0.838231238	8.801342913
Q5JPC1	DKFZp667O1614	0.021827868	0.025245367	0.462019758	1.597818311
Q5JSZ5	PRRC2B	0.005564875	0.007917671	-0.408125567	2.101402548
Q5JTH9	RRP12	0.001708994	0.002907167	-0.12197634	2.53653002
Q5JTV8	TOR1AIP1	0.001280088	0.002268547	-0.263240495	2.644252219
Q5JWT2	MED23	1.88E-06	7.06E-06	-1.945793117	5.151195299
Q5JXI3	FHL1	2.83E-12	3.23E-11	-1.989858547	10.49079748
Q5M9N0	CCDC158	0.015723502	0.019112666	-1.711459001	1.71867873
Q5MY95	ENTPD8	9.61E-05	0.000236729	0.105249918	3.625748536
Q5NV69	V1-13	1.45E-11	1.46E-10	-0.690318142	9.835647144
Q5NV90	V2-17	2.15E-05	6.24E-05	-0.702453478	4.20481541
Q5R3I4	TTC38	1.04E-15	2.06E-14	-1.052629948	13.68613278
Q5RKV6	EXOSC6	0.026534978	0.029733004	-0.085060467	1.526761211
Q5T440	IBA57	0.001702459	0.002897644	-0.392029507	2.537954972
Q5T447	HECTD3	4.32E-05	0.000116031	-1.706046666	3.935425965
Q5T5C7	SARS	0.017103432	0.020555989	-0.304453623	1.687061623
Q5T619	ZNF648	1.59E-14	2.62E-13	-1.303811588	12.58169871
Q5T7N2	L1TD1	2.65E-22	1.52E-20	-1.540567262	19.81815641
Q5T8P6	RBM26	0.000298974	0.000635731	0.69468044	3.196726611
Q5T9A4	ATAD3B	7.46E-08	3.83E-07	0.50063613	6.416801226
